Название,цена,конечная_цена,скидка,Мультиплеер,Одиночный,Кооператив,ММО,Русский,Англикий,количество_языков,недавние_оценки+,все_оценки,позитивная_оценка,негативная_оценка,жанр,дата_релиза,Издатель,ОС,Процессор,Оперативная память,Видеокарта,Место на диске 
hack_me 2,99.0,99.0,0.0,0,1.0,0.0,0.0,1.0,1.0,2.0,364.0,662.0,471.0,191.0,Инди,2017-03-11,Indovers Studio,Windows 7 SP1 or higher,2GHz Dual-Core Processor,2 GB ОЗУ,DirectX Compatible,1 GB
Cities: Skylines - Country Road Radio,102.0,102.0,0.0,0,1.0,0.0,0.0,1.0,1.0,8.0,43.0,48.0,44.0,4.0,Симуляторы,2018-05-24,Paradox Interactive,Microsoft Windows 7/8 (64-bit),"Intel Core i5-3470, 3.20GHz or AMD FX-6300, 3.5Ghz",6 GB ОЗУ,"nVIDIA GeForce GTX 660, 2 GB or AMD Radeon HD 7870, 2 GB (Does not support Intel Integrated Graphics Cards)",4 GB
Botology,116.0,116.0,0.0,0,1.0,0.0,0.0,1.0,1.0,2.0,244.0,288.0,79.0,209.0,Экшены,2015-06-24,Black Lime Studio,Windows 7,"Quad Core, 3 Ghz",4000 MB ОЗУ,NVIDIA GeForce GTX 560,3 GB
The chronicles of Emerland. Solitaire.,99.0,99.0,0.0,0,1.0,0.0,0.0,1.0,1.0,9.0,29.0,123.0,99.0,24.0,Казуальные игры,2013-10-04,Rainbow Games,"Windows XP, Windows Vista, Windows 7, Windows 8",1000 Mhz,1024 MB ОЗУ,128,365 MB
Umihara Kawase,249.0,124.0,50.0,0,1.0,0.0,0.0,1.0,1.0,3.0,66.0,77.0,76.0,1.0,Экшены,2015-11-02,Degica,Windows 7 / 8.1 / 10,Intel Core2 Duo 2Gｈz  or faster processer,1 GB ОЗУ,256MB VRAM,150 MB
PAC-MAN MUSEUM™,24.0,24.0,0.0,0,0.0,0.0,0.0,1.0,1.0,7.0,166.0,200.0,120.0,80.0,Экшены,2014-02-26,BANDAI NAMCO Entertainment,"Windows  XP,Vista,7,8",2.69 Ghz,8 GB ОЗУ,Intel HD Graphics 3000,1500 MB
DRAGON BALL FIGHTERZ - Broly,169.0,84.0,50.0,1,1.0,0.0,0.0,1.0,1.0,12.0,72.0,85.0,83.0,2.0,Экшены,2018-03-28,BANDAI NAMCO Entertainment,Windows 7/8/10 (64-bit OS required),"AMD Ryzen 5 1400, 3.2 GHz / Intel Core i7-3770, 3.40 GHz",8 GB ОЗУ,"Radeon HD 7870, 2 GB / GeForce GTX 660, 2 GB",
Additional Playable Character DIZZY,129.0,42.0,67.0,1,1.0,0.0,0.0,1.0,1.0,3.0,14.0,17.0,17.0,0.0,Экшены,2016-12-14,Arc System Works,Windows 7 / 8.1 / 10 (32bit/64bit),Intel Core i5 @ 2.0 GHz,2 GB ОЗУ,Nvidia GeForce GTX 560 / Radeon HD 7770,12 GB
A Normal Lost Phone,99.0,99.0,0.0,0,1.0,0.0,0.0,1.0,1.0,7.0,10.0,1274.0,1112.0,162.0,Казуальные игры,2017-01-26,Dear Villagers,Mac OS X 10.9+,,4 GB ОЗУ,,250 MB
Sexy Jigsaw / Sexy Puzzle / 性感拼图,102.0,102.0,0.0,0,1.0,0.0,0.0,1.0,1.0,27.0,68.0,76.0,68.0,8.0,Казуальные игры,2018-08-24,ZOV GAME STUDIO,Windows XP/Vista/Windows 7/8/8.1/10 (32bit/64BIT),1.6 GHz +,4 GB ОЗУ,NIVIDIA OR AMD,2 GB
Sora,168.0,168.0,0.0,0,1.0,0.0,0.0,1.0,1.0,3.0,210.0,277.0,259.0,18.0,Экшены,2016-01-05,Fruitbat Factory,Windows 7/8/10,Pentium 2.0GHz,1024 MB ОЗУ,256MB Graphics Card,1 GB
SpeedRunners - Youtuber Pack 2,79.0,79.0,0.0,1,1.0,1.0,0.0,1.0,1.0,2.0,42.0,61.0,51.0,10.0,Экшены,2014-10-20,tinyBuild,Windows XP and up,1Ghz and up,3 GB ОЗУ,Integrated will work fine. Or a toaster.,
Above - VR,99.0,99.0,0.0,0,1.0,0.0,0.0,1.0,1.0,5.0,13.0,27.0,9.0,18.0,,2016-11-01,Renato Milanesi,Windows 10,Intel i7,16 GB ОЗУ,"GTX 970, AMD 290, or equivalent",2 GB
PSYCHO-PASS: Mandatory Happiness - Digital Art Book,102.0,40.0,61.0,0,1.0,0.0,0.0,1.0,1.0,2.0,,,,,Приключенческие игры,2017-04-24,5pb.,Windows,,,,
RPG Maker MV - Wild West Music Variety Pack,259.0,77.0,70.0,0,0.0,0.0,0.0,1.0,1.0,3.0,,,,,Дизайн и иллюстрация,2018-11-22,Degica,,,,,
World Peace Simulator 2019,133.0,79.0,41.0,0,1.0,0.0,0.0,1.0,1.0,2.0,,1.0,1.0,0.0,Симуляторы,2019-02-20,Tim Rachor,Windows 7,Intel Core 5-2500,2048 MB ОЗУ,AMD Radeon HD 6790 1GB,200 MB
Cities: Skylines - All That Jazz,99.0,99.0,0.0,0,1.0,0.0,0.0,1.0,1.0,8.0,40.0,44.0,38.0,6.0,Симуляторы,2017-12-05,Paradox Interactive,Microsoft Windows 7/8 (64-bit),"Intel Core i5-3470, 3.20GHz or AMD FX-6300, 3.5Ghz",6 GB ОЗУ,"nVIDIA GeForce GTX 660, 2 GB or AMD Radeon HD 7870, 2 GB (Does not support Intel Integrated Graphics Cards)",4 GB
Stalingrad,99.0,99.0,0.0,0,1.0,0.0,0.0,1.0,1.0,4.0,165.0,192.0,166.0,26.0,Стратегии,2005-04-05,1C Entertainment,Windows® XP (SP3) / Vista (SP1) / Windows® 7,1.8 GHz and faster,512 MB ОЗУ,128 Mb VRAM and more,2 GB
Lovecraft Quest - A Comix Game,99.0,99.0,0.0,0,1.0,0.0,0.0,1.0,1.0,2.0,47.0,56.0,37.0,19.0,Приключенческие игры,2018-11-13,OGUREC APPS,Windows 7 or later,2 GHz or higher,1 GB ОЗУ,256 MB VRAM,300 MB
Portal Knights - Gold Throne Pack,99.0,99.0,0.0,1,1.0,1.0,0.0,1.0,1.0,17.0,,10.0,8.0,2.0,Экшены,2017-07-20,505 Games,"64bit Versions of Windows 7, Windows 8, Windows 10",AMD FX 8120 @ 3.1 GHz or Intel i3 2100 @ 3.10 GHz,4 GB ОЗУ,Graphics,2 GB
Darksiders II Deathinitive Edition,699.0,699.0,0.0,0,1.0,0.0,0.0,1.0,1.0,9.0,81.0,8008.0,5939.0,2069.0,Экшены,2015-11-05,Vigil Games,"Windows 7, Windows 8 or Windows 10 (64bit)",Any Quad-core AMD or Intel Processor,8 GB ОЗУ,NVIDIA GeForce GTX 260 512MB Video Card or AMD equivalent,13 GB
Assassin’s Creed® IV Black Flag™ - Time saver: Technology Pack,99.0,99.0,0.0,1,1.0,0.0,0.0,1.0,1.0,15.0,37.0,37.0,25.0,12.0,Экшены,2013-11-21,,Windows Vista SP2 or Windows 7 SP1 or Windows 8 (both 32/64bit versions),Intel Core i5 2400S @ 2.5 GHz or AMD Phenom II x4 940 @ 3.0 GHz or better,4 GB ОЗУ,Nvidia GeForce GTX 470 or AMD Radeon HD 5850 (1024MB VRAM with Shader Model 5.0) or better,30 GB
Faces of War,99.0,99.0,0.0,1,1.0,0.0,0.0,1.0,1.0,2.0,484.0,564.0,486.0,78.0,Экшены,2006-09-08,1C Entertainment,Windows® 2000/XP/7/8,2 GHz Pentium® IV or AMD Athlon (3 GHz Pentium IV or AMD recommended),1 GB ОЗУ,NVIDIA® GeForce™ 3/4/FX/6/7 series (GeForce 4 MX NOT supported). Laptop version of these chipsets may work but are not supported.,3 GB
The Stalin Subway: Red Veil,79.0,79.0,0.0,0,1.0,0.0,0.0,1.0,1.0,2.0,369.0,398.0,191.0,207.0,Экшены,2006-10-05,Buka Entertainment,Windows 98/XP/7/8,Процессор Pentium 4/Athlon XP с частотой 3.2 ГГц или выше,2 GB ОЗУ,"Совместимая с DirectX, объем памяти 256 МБ",4 GB
Escapists 2 - Glorious Regime Prison,99.0,99.0,0.0,1,1.0,1.0,0.0,1.0,1.0,6.0,56.0,63.0,58.0,5.0,Инди,2017-08-21,Mouldy Toof Studios,TBC,TBC,4 GB ОЗУ,TBC,2 GB
Magicka: Party Robes DLC,49.0,49.0,0.0,1,1.0,1.0,0.0,1.0,1.0,7.0,,3.0,1.0,2.0,Экшены,2011-06-21,Paradox Interactive,"Windows XP, Vista и 7 (32- или 64-разрядная)","Intel® Pentium® IV с тактовой частотой 2,4 ГГц или AMD 3500+",2 ГБ,NVIDIA® GeForce 8800 или ATI Radeon® X1900 (не рекомендуется использование интегрированных видеокарт),
Original War,99.0,99.0,0.0,1,1.0,0.0,0.0,1.0,1.0,9.0,852.0,989.0,923.0,66.0,Инди,2001-06-15,Bohemia Interactive,Windows 7,Intel Pentium® IV - 2GHz,512 MB ОЗУ,nVidia® GeForce™4 - 256 MB,2 GB
Backgammon Blitz,99.0,99.0,0.0,1,1.0,0.0,0.0,1.0,1.0,6.0,77.0,108.0,69.0,39.0,Казуальные игры,2015-11-12,Nomad Games,Windows 7,2.0+ GHz Dual Core,3 GB ОЗУ,NVIDIA GeForce GTX 650 or AMD Radeon HD 6800,600 MB
FaceRig Live2D Module,99.0,99.0,0.0,0,0.0,0.0,0.0,1.0,1.0,8.0,318.0,355.0,332.0,23.0,Анимация и моделирование,2015-12-09,,,,,,50 MB
6180 the moon,99.0,99.0,0.0,0,1.0,0.0,0.0,1.0,1.0,6.0,314.0,441.0,403.0,38.0,Экшены,2014-09-19,PokPoong Games,Windows XP/Vista/7/8,1.6GHz,2 GB ОЗУ,Supports 1280 * 720 resolution,150 MB
A.I.M.2 Clan Wars,99.0,99.0,0.0,0,1.0,0.0,0.0,1.0,1.0,2.0,226.0,284.0,219.0,65.0,Экшены,2007-08-18,1C Entertainment,"XP, Vista, 7, 8, 10","2,5 GHz",768 MB ОЗУ,nVidia GeForce FX5900 or ATI Radeon 9800,4 GB
Ryoma Sakamoto,99.0,49.0,51.0,0,1.0,0.0,0.0,1.0,1.0,3.0,,2.0,2.0,0.0,Экшены,2015-07-23,Ghostlight LTD,Windows 7 or later,3GHz Intel i3 or equivalent,4 GB ОЗУ,DirectX 9.0c compatible graphics card with 128Mb RAM and support for v3 shaders,7 GB
Soulbringer,82.0,82.0,0.0,0,1.0,0.0,0.0,1.0,1.0,2.0,52.0,179.0,99.0,80.0,Ролевые игры,2000-06-30,Funbox Media Ltd,Windows XP/Vista/7,1.8 GHz Processor,512 MB ОЗУ,3D graphics card compatible with DirectX 7,
Expansion - Crusader Kings II: Sunset Invasion,99.0,99.0,0.0,1,1.0,0.0,0.0,1.0,1.0,5.0,93.0,127.0,56.0,71.0,Стратегии,2012-11-15,Paradox Interactive,,,,,
GRID 2 - GTR Racing Pack,99.0,99.0,0.0,1,1.0,0.0,0.0,1.0,1.0,9.0,53.0,68.0,50.0,18.0,Гонки,2013-05-30,Feral Interactive (Mac),,,,,
The Guild II - Pirates of the European Seas,199.0,49.0,75.0,0,1.0,0.0,0.0,1.0,1.0,6.0,130.0,158.0,109.0,49.0,Симуляторы,2007-05-18,THQ Nordic,"Windows® XP, Vista","с тактовой частотой 2,8 ГГц",1 ГБ,совместимая с DirectX 9 и поддержкой шейдеров 2,
Whisper of a Rose,15.0,15.0,0.0,0,1.0,0.0,0.0,1.0,1.0,2.0,32.0,76.0,37.0,39.0,Приключенческие игры,2014-11-14,Degica,Microsoft Windows XP/Vista/7/8 (32 bit or 64 bit),Intel® Pentium® 4 2.0 GHz equivalent or faster processor,256 MB ОЗУ,1024x768 or better video resolution in High Color mode,200 MB
Daemon Detective Gaiden,249.0,49.0,80.0,0,1.0,0.0,0.0,1.0,1.0,2.0,,13.0,11.0,2.0,Экшены,2015-08-14,Degica,Windows 98 / XP / Vista / 7 / 8,1ghz,256 MB ОЗУ,,50 MB
The Basement Collection,99.0,99.0,0.0,0,1.0,0.0,0.0,1.0,1.0,2.0,677.0,966.0,813.0,153.0,Приключенческие игры,2012-08-31,Tyler Glaiel,"Windows XP, Vista, 7","двухъядерный 2,3 ГГц или лучше",4 ГБ,Nvidia 9800 или лучше,
Trainz 2019 DLC: Chiyoda Branch Line,389.0,389.0,0.0,1,1.0,1.0,0.0,1.0,1.0,6.0,,,,,Симуляторы,2019-01-07,,Windows 10 64bit,"Intel i5 3330/AMD FX 8350 or better, Quad physical core, 64 bit, 2.3Ghz or better",8 MB ОЗУ,NVIDIA GTX 660 or better/ AMD HD 6950 or better,500 MB
Tales of Zestiria - Idolmaster Costume Set,99.0,49.0,51.0,1,1.0,1.0,0.0,1.0,1.0,9.0,39.0,40.0,39.0,1.0,Ролевые игры,2015-11-03,BANDAI NAMCO Entertainment,Windows 7 (x64) / Windows 8 (x64) / Windows 10 (x64),"Intel Core i3-530, 2.93 GHz / AMD Phenom II X4 940, 3.0GHz",4 GB ОЗУ,Nvidia GeForce GTX 560 Ti / AMD Radeon HD 7850 or equivalent,12 GB
Hero and Daughter+,249.0,99.0,60.0,0,1.0,0.0,0.0,1.0,1.0,3.0,162.0,172.0,153.0,19.0,Инди,2016-02-18,Vaka Game Magazine,Windows XP or Higher,1ghz,256 MB ОЗУ,,300 MB
Cossacks: Art of War,149.0,149.0,0.0,0,1.0,0.0,0.0,1.0,1.0,2.0,97.0,125.0,103.0,22.0,Стратегии,2002-03-31,GSC World Publishing,,,,,
Battle Simulator,30.0,15.0,50.0,0,1.0,0.0,0.0,1.0,1.0,2.0,97.0,108.0,63.0,45.0,Экшены,2018-09-27,RewindApp,,,,,
My Big Sister,99.0,99.0,0.0,0,0.0,0.0,0.0,1.0,1.0,6.0,140.0,169.0,159.0,10.0,Приключенческие игры,2018-11-09,GrabTheGames,Windows XP,Intel® Pentium® 4 2.0 GHz equivalent or faster processor,50 MB ОЗУ,64MB RAM,200 MB
Cuban Missile Crisis,99.0,99.0,0.0,1,1.0,0.0,0.0,1.0,1.0,4.0,86.0,107.0,76.0,31.0,Стратегии,2005-05-06,1C Entertainment,Windows® XP (SP3) / Vista (SP1) / Windows® 7,800 MHz and above,512 MB ОЗУ,64 Mb VRAM and more,2 GB
Trainz 2019 DLC: LMS Duchess,379.0,379.0,0.0,1,1.0,1.0,0.0,1.0,1.0,6.0,,,,,Симуляторы,2019-01-07,,Windows 10 64bit,"Intel i5 3330/AMD FX 8350 or better, Quad physical core, 64 bit, 2.3Ghz or better",8 GB ОЗУ,NVIDIA GTX 660 or better/ AMD HD 6950 or better,30 MB
Gorky 17,129.0,129.0,0.0,0,1.0,0.0,0.0,1.0,1.0,6.0,602.0,1198.0,935.0,263.0,Ролевые игры,1999-12-31,,Windows 98 / XP / Vista / 7 / 8,Intel/AMD Single Core CPU with 2.0 GHz,1 GB ОЗУ,3D graphics card with 128 MB RAM,700 MB
Trainz 2019 DLC: PRR T1,379.0,379.0,0.0,1,1.0,1.0,0.0,1.0,1.0,6.0,,,,,Симуляторы,2019-01-07,,Windows 10 64bit,"Intel i5 3330/AMD FX 8350 or better, Quad physical core, 64 bit, 2.3Ghz or better",8 GB ОЗУ,NVIDIA GTX 660 or better/ AMD HD 6950 or better,100 MB
Battle Girls,289.0,289.0,0.0,0,1.0,0.0,0.0,1.0,1.0,2.0,47.0,53.0,48.0,5.0,Приключенческие игры,2017-07-06,Dharker Studio,Windows XP,1.66 Ghz,1 GB ОЗУ,DirectX compatible card,1 GB
Arma 3 Karts,69.0,69.0,0.0,1,1.0,1.0,0.0,1.0,1.0,14.0,459.0,550.0,456.0,94.0,Экшены,2014-05-29,Bohemia Interactive,Windows 7/ 8 / 10 (64-разрядная),Intel Core i5-4460 или AMD FX 4300 или лучше,,,
Trainz 2019 DLC: LMS Coronation Scot,379.0,379.0,0.0,1,1.0,1.0,0.0,1.0,1.0,6.0,,,,,Симуляторы,2019-01-07,,Windows 10 64bit,"Intel i5 3330/AMD FX 8350 or better, Quad physical core, 64 bit, 2.3Ghz or better",8 GB ОЗУ,NVIDIA GTX 660 or better/ AMD HD 6950 or better,30 MB
Desktop Mascot Engine,82.0,82.0,0.0,0,0.0,0.0,0.0,1.0,1.0,9.0,171.0,176.0,121.0,55.0,Анимация и моделирование,2018-05-09,GamerzDan,Windows 10,Intel i5 or AMD Ryzen,4 GB ОЗУ,GTX 980,
Tiny-Tasy Town,289.0,289.0,0.0,0,1.0,0.0,0.0,1.0,1.0,3.0,74.0,136.0,107.0,29.0,Приключенческие игры,2018-10-15,INDIECN,Windows 10,Intel i7,8 GB ОЗУ,Nvidia GeForce GTX1050+,2 GB
Fate/EXTELLA LINK - Wild Swim,61.0,54.0,11.0,0,1.0,0.0,0.0,1.0,1.0,6.0,,1.0,1.0,0.0,Экшены,2019-03-26,XSEED Games,Windows 7+,Intel Core i5-760 @ 2.8 GHz,4 GB ОЗУ,NVIDIA GeForce GTX 750,14 GB
Brushwood Buddies,82.0,16.0,80.0,0,1.0,0.0,0.0,1.0,1.0,7.0,41.0,64.0,51.0,13.0,Казуальные игры,2016-02-17,Steven Colling,Windows Vista or better,Dual Core CPU,1 GB ОЗУ,"128 MB Video Memory, Shader Model 2.0+",200 MB
GGXrdR System Voice Pack,279.0,92.0,67.0,1,1.0,0.0,0.0,1.0,1.0,3.0,,2.0,2.0,0.0,Экшены,2016-12-14,Arc System Works,Windows 7 / 8.1 / 10 (32bit/64bit),Intel Core i5 @ 2.0 GHz,2 GB ОЗУ,Nvidia GeForce GTX 560 / Radeon HD 7770,12 MB
GGXrdR Character Colors Pack,279.0,92.0,67.0,1,1.0,0.0,0.0,1.0,1.0,3.0,,6.0,3.0,3.0,Экшены,2016-12-14,Arc System Works,Windows 7 / 8.1 / 10 (32bit/64bit),Intel Core i5 @ 2.0 GHz,2 MB ОЗУ,Nvidia GeForce GTX 560 / Radeon HD 7770,12 GB
Seven Bullets Zombie Apocalypse,29.0,15.0,48.0,0,1.0,0.0,0.0,1.0,1.0,2.0,13.0,13.0,13.0,0.0,Экшены,2019-04-18,КиКо,Microsoft Windows,Intel Celeron 1800 MHz,1 GB ОЗУ,Intel HD Graphics,50 MB
Island Town Zombie Paradise,102.0,71.0,30.0,0,1.0,0.0,0.0,1.0,1.0,2.0,,,,,Экшены,2019-04-26,Island Town,Windows,I7 Quad Core Processor,6 GB ОЗУ,NVIDIA GeForce GTX 960,2 GB
Endless Horde,30.0,15.0,50.0,0,1.0,0.0,0.0,1.0,1.0,2.0,100.0,110.0,75.0,35.0,Ominous Entertainment,2017-04-10,Ominous Entertainment,,Dual Core 3.0 GHZ,2 GB ОЗУ,,500 MB
Seven Bullets Zombie Apocalypse,29.0,15.0,48.0,0,1.0,0.0,0.0,1.0,1.0,2.0,13.0,13.0,13.0,0.0,Экшены,2019-04-18,КиКо,Microsoft Windows,Intel Celeron 1800 MHz,1 GB ОЗУ,Intel HD Graphics,50 MB
Island Town Zombie Paradise,102.0,71.0,30.0,0,1.0,0.0,0.0,1.0,1.0,2.0,,,,,Экшены,2019-04-26,Island Town,Windows,I7 Quad Core Processor,6 GB ОЗУ,NVIDIA GeForce GTX 960,2 GB
Endless Horde,30.0,15.0,50.0,0,1.0,0.0,0.0,1.0,1.0,2.0,100.0,110.0,75.0,35.0,Ominous Entertainment,2017-04-10,Ominous Entertainment,,Dual Core 3.0 GHZ,2 GB ОЗУ,,500 MB
Skyward Collapse: Nihon no Mura,79.0,79.0,0.0,1,1.0,1.0,0.0,1.0,1.0,2.0,,2.0,2.0,0.0,Инди,2013-08-27,"Arcen Games, LLC",Windows XP SP2 or later,1.6Ghz,2 GB ОЗУ,"Resolution at least 720px high, and 1024px wide.",700 MB
CarX Drift Racing Online - New Style 2,82.0,82.0,0.0,1,1.0,0.0,0.0,1.0,1.0,2.0,,1.0,1.0,0.0,Многопользовательские игры,2018-11-21,CarX Technologies,"Windows 7, 8, 10",Intel® Core™ i3-530 @ 2.93 GHz / AMD Phenom™ II X4 810 @ 2.60 GHz,8 GB ОЗУ,"GeForce GTX 650 Ti 1 GB, Radeon HD 7770 1 GB",2 GB
La-Mulana Original Sound Track,349.0,115.0,67.0,0,1.0,0.0,0.0,1.0,1.0,4.0,,4.0,4.0,0.0,Экшены,2015-09-16,AGM PLAYISM,,,,,
Fate/EXTELLA - Charming Bunny,59.0,35.0,41.0,0,1.0,0.0,0.0,1.0,1.0,5.0,,3.0,3.0,0.0,Экшены,2017-07-25,XSEED Games,Windows 7+,Intel Core i5-6400 @ 3.2 GHz / AMD A8-6500 @ 3.50 GHz,8 GB ОЗУ,NVIDIA GeForce GTX 950 / AMD Radeon R7 360,5 GB
DRAGON BALL XENOVERSE 2 - Super Pack 2,189.0,94.0,50.0,1,1.0,1.0,1.0,1.0,1.0,12.0,78.0,101.0,58.0,43.0,Экшены,2017-02-28,DIMPS,Windows 10 (64 bit only),"Intel Core i5-3470, 3.20GHz | AMD FX-6300, 3.5Ghz",4 GB ОЗУ,GeForce GT 660 | Radeon HD 7770,
MorphVOX - Special Effects Voices,79.0,79.0,0.0,0,1.0,0.0,0.0,1.0,1.0,5.0,,2.0,1.0,1.0,Казуальные игры,2014-02-27,Screaming Bee,Windows 8,Intel i5 or greater,2 GB ОЗУ,Compatible with DirectX 8.0,1 MB
Cyber Gun,61.0,61.0,0.0,0,1.0,0.0,0.0,1.0,1.0,2.0,,10.0,9.0,1.0,Экшены,2019-04-23,BekkerDev Studio,"Windows XP, Vista, 7, 8, 10",Intel Core i3 2.5 GHz,4 GB ОЗУ,NVIDIA GeForce GT 1030/AMD Radeon RX 550,300 MB
VR SUPER SPORTS - Table Tennis,129.0,90.0,30.0,0,1.0,0.0,0.0,1.0,1.0,5.0,,4.0,3.0,1.0,,2017-07-12,SAT-BOX,"Windows 7 SP1, Windows 8.1 or Windows 10","Intel® i5-4590, AMD FX 8350 equivalent or better",4 GB ОЗУ,"NVIDIA GeForce® GTX 970, AMD Radeon™ R9 290 equivalent or better, Video Output",700 MB
The Hunting God,99.0,99.0,0.0,0,1.0,0.0,0.0,1.0,1.0,5.0,38.0,53.0,37.0,16.0,Приключенческие игры,2017-07-28,Tonguç Bodur,OS,Processor,6 GB ОЗУ,NVIDIA GTX 970 or AMD RADEON R9 390X,6.6 GB
DRAGON BALL FIGHTERZ - Android 17,169.0,84.0,50.0,1,1.0,0.0,0.0,1.0,1.0,12.0,19.0,26.0,23.0,3.0,Экшены,2018-09-27,BANDAI NAMCO Entertainment,Windows 7/8/10 (64-bit OS required),"AMD Ryzen 5 1400, 3.2 GHz / Intel Core i7-3770, 3.40 GHz",8 GB ОЗУ,"Radeon HD 7870, 2 GB / GeForce GTX 660, 2 GB",
VR SUPER SPORTS - Golf,129.0,90.0,30.0,0,1.0,0.0,0.0,1.0,1.0,5.0,,,,,,2017-08-16,SAT-BOX,"Windows 7 SP1, Windows 8.1 or Windows 10","Intel® i5-4590, AMD FX 8350 equivalent or better",4 GB ОЗУ,"NVIDIA GeForce® GTX 970, AMD Radeon™ R9 290 equivalent or better, Video Output",700 MB
"Player character ""Kokoro Hata"" / 玩家角色「秦心」 / プレイヤーキャラ「秦こころ」 (Touhou Genso Wanderer -Reloaded-)",169.0,135.0,20.0,0,1.0,0.0,0.0,1.0,1.0,5.0,,1.0,1.0,0.0,Приключенческие игры,2018-10-25,AQUASTYLE,"Windows® 10 64bit, Windows® 8.1 64bit, Windows® 7 64bit",Intel® Core™ i7-4770K,8 GB ОЗУ,NVIDIA® GeForce® GTX 780 VRAM 3GB+,10 GB
DRAGON BALL FIGHTERZ - Zamasu (Fused),169.0,84.0,50.0,1,1.0,0.0,0.0,1.0,1.0,12.0,43.0,50.0,48.0,2.0,Экшены,2018-05-31,BANDAI NAMCO Entertainment,Windows 7/8/10 (64-bit OS required),"AMD Ryzen 5 1400, 3.2 GHz / Intel Core i7-3770, 3.40 GHz",8 GB ОЗУ,"Radeon HD 7870, 2 GB / GeForce GTX 660, 2 GB",
LoveKami -Divinity Stage- Original Soundtrack,129.0,51.0,60.0,0,1.0,0.0,0.0,1.0,1.0,3.0,,1.0,1.0,0.0,Приключенческие игры,2017-01-23,MoeNovel,Microsoft Windows 7/8/10,Intel Core2Duo or higher,2 GB ОЗУ,Intel HD graphics or higher (VRAM 512MB),3 GB
Riptide GP2,169.0,118.0,30.0,1,1.0,0.0,0.0,1.0,1.0,2.0,270.0,382.0,337.0,45.0,Экшены,2014-03-07,Vector Unit,Windows 8,Intel P4 3.0 GHz or Athlon X2 64 3800+ or greater,4 GB ОЗУ,GeForce 8800 GT 512MB / Radeon HD 3870 512MB or greater,250 MB
獣王/BEAST KING,195.0,19.0,90.0,0,1.0,0.0,0.0,1.0,1.0,3.0,,5.0,5.0,0.0,Симуляторы,2019-03-27,"Sammy Networks Co., Ltd.",Windows7 (64bit),Intel Core i5/i7,8 GB ОЗУ,NVIDIA GeForce GTX/GTS,500 MB
Ink Plane,69.0,69.0,0.0,0,1.0,0.0,0.0,1.0,1.0,2.0,18.0,24.0,20.0,4.0,Казуальные игры,2018-09-16,Artur Petrov,"Windows XP, Vista, 7, 8",,1 GB ОЗУ,,200 MB
Geometry Wars: Retro Evolved,189.0,94.0,50.0,0,1.0,0.0,0.0,1.0,1.0,2.0,580.0,647.0,584.0,63.0,Казуальные игры,2007-03-07,Activision,,,,,
XORPLE,325.0,32.0,90.0,0,1.0,0.0,0.0,1.0,1.0,2.0,12.0,28.0,11.0,17.0,Экшены,2018-02-20,VT Publishing,Win 7 32-bit or better,2.0 ghz or higher,500 MB ОЗУ,500 Megs VRAM,500 MB
Croixleur Sigma Original Soundtrack,189.0,94.0,50.0,0,1.0,0.0,0.0,1.0,1.0,3.0,,,,,Экшены,2014-11-26,Nyu Media,n/a,n/a,,n/a,
Sacred 3: Orc of Thrones,79.0,79.0,0.0,1,1.0,1.0,0.0,1.0,1.0,8.0,,13.0,6.0,7.0,Ролевые игры,2014-08-30,Deep Silver,Windows Vista SP2 / 7 / 8,Intel Core i5-4430 (Quad Core 3000 MHz) / AMD Phenom 9500 (Quad Core 2200 MHz),4 GB ОЗУ,Nvidia GeForce GT 640 (2048MB) / ATI Radeon HD 5570 (1024MB),25 GB
The Last One - Soundtrack,82.0,32.0,61.0,1,1.0,0.0,0.0,1.0,1.0,12.0,,,,,Экшены,2018-01-22,,Windows 8/10 (64 bit),,,NVIDIA GeForce GTX 660 or AMD Radeon HD 7870,300 MB
Act of War: High Treason,79.0,79.0,0.0,1,1.0,0.0,0.0,1.0,1.0,2.0,177.0,196.0,158.0,38.0,Экшены,2006-05-30,THQ Nordic,,ЦП 1.5 ГГц или лучше,,,
FPV Air 2,133.0,133.0,0.0,1,1.0,0.0,0.0,1.0,1.0,5.0,77.0,80.0,67.0,13.0,Гонки,2018-08-17,Flyleap Studios,,,,,
Joe Jump Impossible Quest,82.0,73.0,11.0,0,1.0,0.0,0.0,1.0,1.0,2.0,,2.0,2.0,0.0,Казуальные игры,2019-04-25,Forsaken Games,"Microsoft Windows 8, 10",Intel Core i3,,NVIDIA GTX 780 de 3 GB/AMD R9 290 de 4 GB,200 MB
Tales of Escape - Illusion (Desktop),82.0,82.0,0.0,1,1.0,1.0,0.0,1.0,1.0,11.0,14.0,18.0,13.0,5.0,Приключенческие игры,2017-10-26,,Windows 7+,Intel i5 4650 / AMD FX-8320 or equivalent,6 GB ОЗУ,Nvidia 970/AMD 390 or equivalent,2 GB
Narcissu 10th Anniversary Anthology Project,595.0,595.0,0.0,0,1.0,0.0,0.0,1.0,1.0,3.0,226.0,335.0,329.0,6.0,Казуальные игры,2016-01-27,Sekai Project,Windows XP,1.2 GHz Pentium 4,1 GB ОЗУ,Integrated Graphics,500 MB
